ECnumber	Substrate	Organism	Kcat	metGroups
EC3.4.14.9	ala-ala-pro-p-nitroanilide	dictyostelium discoideum//eukaryotes;protists;amoebozoa;dictyostelium//ddi	210000	Others
EC3.4.14.9	ala-arg-phe-p-nitrophenylalanyl-arg-leu	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	11.8	Others
EC3.4.14.9	ala-asp-phe-p-nitrophenylalanyl-arg-leu	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	11	Others
EC3.4.14.9	ala-his-phe-p-nitrophenylalanyl-arg-leu	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	26.4	Others
EC3.4.14.9	ala-nle-leu-7-amido-4-carbamoylmethylcoumarin	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	3.6	Others
EC3.4.14.9	ala-nle-nle-7-amido-4-carbamoylmethylcoumarin	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	4.2	Others
EC3.4.14.9	ala-nva-nle-7-amido-4-carbamoylmethylcoumarin	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	4.7	Others
EC3.4.14.9	ala-phe-pro-p-nitroanilide	dictyostelium discoideum//eukaryotes;protists;amoebozoa;dictyostelium//ddi	140000	Others
EC3.4.14.9	ala-ser-phe-p-nitrophenylalanyl-arg-leu	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	30.7	Others
EC3.4.14.9	arg-ala-phe-p-nitrophenylalanyl-arg-leu	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.91	Others
EC3.4.14.9	arg-pro-phe-7-amido-4-carbamoylmethylcoumarin	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	8.2	Others
EC3.4.14.9	asp-ala-phe-p-nitrophenylalanyl-arg-leu	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	18.5	Others
EC3.4.14.9	his-ala-phe-p-nitrophenylalanyl-arg-leu	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	13.7	Others
EC3.4.14.9	phe-pro-ala-4-nitroanilide	aspergillus fumigatus//eukaryotes;fungi;ascomycetes;eurotiomycetes//afm	35	Others
EC3.4.14.9	ser-ala-phe-p-nitrophenylalanyl-arg-leu	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	4.7	Others
EC3.4.14.9	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	2.15	Others
EC3.4.15.5	o-aminobenzoyl-frak(2,4-dinitrophenyl)-oh	escherichia coli//prokaryotes;bacteria;gammaproteobacteria - enterobacteria;escherichia//eco	1.1	Others
EC3.4.15.5	o-aminobenzoyl-frk(2,4-dinitrophenyl)p-oh	escherichia coli//prokaryotes;bacteria;gammaproteobacteria - enterobacteria;escherichia//eco	0.81	Others
EC3.4.15.5	o-aminobenzoyl-lfk(2,4-dinitrophenyl)-oh	escherichia coli//prokaryotes;bacteria;gammaproteobacteria - enterobacteria;escherichia//eco	1.4	Others
EC3.4.15.6	[l-asp(4-arg)]n	synechocystis sp. pcc 6803//prokaryotes;bacteria;cyanobacteria;synechocystis//syn	16.5	Others
EC3.4.16.2	myoglobin	penicillium janthinellum//*//*	1.1	Others
EC3.4.16.2	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.9775	Others
EC3.4.16.4	(2r)-2-[[n-(phenylacetyl)glycyl]sulfanyl]propanoic acid	streptomyces sp. r61//*//*	5.7	ISM
EC3.4.16.4	2-(n-glycyl-l-cysteinyl)acetyl-d-alanyl-d-alanine	streptomyces sp. r61//*//*	0.17	ISM
EC3.4.16.4	3-(n-acetyl-l-cysteinyl)propanoyl-d-alanyl-d-alanine	streptomyces sp. r61//*//*	0.25	ISM
EC3.4.16.4	3-(n-glycyl-cysteaminyl)propanoyl-d-alanyl-d-alanine	streptomyces sp. r61//*//*	2.4	ISM
EC3.4.16.4	3-(n-glycyl-l-cysteinyl)-propanoyl-d-alanyl-d-thiolactate	streptomyces sp. r61//*//*	42	ISM
EC3.4.16.4	3-(n-glycyl-l-cysteinyl)butanoyl-d-alanyl-d-alanine	streptomyces sp. r61//*//*	0.27	ISM
EC3.4.16.4	3-(n-glycyl-l-cysteinyl)propanoyl-d-alanyl-d-alanine	streptomyces sp. r61//*//*	48	ISM
EC3.4.16.4	3-[[n-(phenylacetyl)-d-alanyl]oxy]benzoic acid	streptomyces sp. r61//*//*	31	ISM
EC3.4.16.4	3-[[n-(phenylacetyl)glycyl]oxy]benzoic acid	streptomyces sp. r61//*//*	1.51	ISM
EC3.4.16.4	3-carboxyphenyl (2r)-n-(phenylacetyl)-2-hydroxyglycinate	actinomadura sp.//*//*	10.4	ISM
EC3.4.16.4	3-carboxyphenyl (2r)-n-(phenylacetyl)-2-hydroxyglycinate	streptomyces sp.//prokaryotes;bacteria;actinobacteria;streptomyces//ssx	6.9	ISM
EC3.4.16.4	3-carboxyphenyl (2r)-n-(phenylacetyl)-2-methoxyglycinate	actinomadura sp.//*//*	114	ISM
EC3.4.16.4	3-carboxyphenyl (2r)-n-(phenylacetyl)-2-methoxyglycinate	streptomyces sp.//prokaryotes;bacteria;actinobacteria;streptomyces//ssx	4	ISM
EC3.4.16.4	3-carboxyphenyl n-(phenylacetyl)-alpha-methoxyglycinate	actinomadura sp. r39//*//*	114	ISM
EC3.4.16.4	3-carboxyphenyl n-(phenylacetyl)-alpha-methoxyglycinate	neisseria gonorrhoeae//prokaryotes;bacteria;betaproteobacteria;neisseria//ngo	106	ISM
EC3.4.16.4	3-carboxyphenyl n-(phenylacetyl)-alpha-methoxyglycinate	streptomyces sp. r61//*//*	44	ISM
EC3.4.16.4	3-carboxyphenyl n-(phenylacetyl)-alpha-serinate	actinomadura sp. r39//*//*	0.65	ISM
EC3.4.16.4	3-carboxyphenyl n-(phenylacetyl)-alpha-serinate	neisseria gonorrhoeae//prokaryotes;bacteria;betaproteobacteria;neisseria//ngo	22	ISM
EC3.4.16.4	3-carboxyphenyl n-(phenylacetyl)-alpha-serinate	streptomyces sp. r61//*//*	2.2	ISM
EC3.4.16.4	acetyl-l-lys-d-ala-d-ala	nonomuraea sp.//prokaryotes;bacteria;actinobacteria;nonomuraea//noa	12.5	ISM
EC3.4.16.4	benzoyl-d-ala-thioglycolate	streptomyces sp.//prokaryotes;bacteria;actinobacteria;streptomyces//ssx	0.11	ISM
EC3.4.16.4	benzoyl-gly-thioglycolate	streptomyces sp.//prokaryotes;bacteria;actinobacteria;streptomyces//ssx	0.024	ISM
EC3.4.16.4	benzoyl-gly-thiolactate	streptomyces sp.//prokaryotes;bacteria;actinobacteria;streptomyces//ssx	0.017	ISM
EC3.4.16.4	d-ala-d-ala	nonomuraea sp.//prokaryotes;bacteria;actinobacteria;nonomuraea//noa	8.3	ISM
EC3.4.16.4	diacetyl-l-lys-d-ala-d-ala	streptomyces sp.//prokaryotes;bacteria;actinobacteria;streptomyces//ssx	350	ISM
EC3.4.16.4	gly-gamma-l-glu-d-ala-d-ala	streptomyces sp. r61//*//*	12.8	ISM
EC3.4.16.4	gly-l-alpha-amino-epsilon-pimelyl-d-ala-d-ala	streptomyces sp. r61//*//*	69	ISM
EC3.4.16.4	glycyl-l-alpha-amino-epsilon-pimelyl-d-alanyl-d-alanine	streptomyces sp. r61//*//*	69	ISM
EC3.4.16.4	glycyl-s-(3-[[(1r)-2-[[(1r)-1-carboxyethyl]amino]-1-methyl-2-oxoethyl]amino]-3-oxopropyl)-l-cysteine	streptomyces sp. r61//*//*	48	ISM
EC3.4.16.4	glycyl-s-(3-[[(1r)-2-[[(1r)-1-carboxyethyl]sulfanyl]-1-methyl-2-oxoethyl]amino]-3-oxopropyl)-l-cysteine	streptomyces sp. r61//*//*	81	ISM
EC3.4.16.4	l-ala-gamma-d-glu-l-lys-d-ala-d-ala	escherichia coli//prokaryotes;bacteria;gammaproteobacteria - enterobacteria;escherichia//eco	1.41	ISM
EC3.4.16.4	n,n'-diacetyl-l-lysyl-d-alanyl-d-alanine	streptomyces sp. r61//*//*	34.5	ISM
EC3.4.16.4	n-(n-acetyl-1-o-methyl-beta-muramoyl)-l-alanyl-d-gamma-glutamyl-l-lysyl-d-alanyl-d-alanine	escherichia coli//prokaryotes;bacteria;gammaproteobacteria - enterobacteria;escherichia//eco	0.9	ISM
EC3.4.16.4	n-[(6s)-6-carboxy-6-(glycylamino)hexanoyl]-d-alanyl-d-alanine	streptomyces sp. r61//*//*	69	ISM
EC3.4.16.4	n-[n-acetyl-4-o-[2-(acetylamino)-2-deoxy-beta-d-glucopyranosyl]-1-o-methyl-beta-muramoyl]-l-alanyl-d-gamma-glutamyl-l-lysyl-d-alanyl-d-alanine	escherichia coli//prokaryotes;bacteria;gammaproteobacteria - enterobacteria;escherichia//eco	1.1	ISM
EC3.4.16.4	n-acetylmuramoyl-l-alanyl-gamma-d-glutamyl-l-lysyl-d-alanyl-d-alanine	escherichia coli k-12//prokaryotes;bacteria;gammaproteobacteria - enterobacteria;escherichia//eco	3.13	ISM
EC3.4.16.4	n-acetylmuramoyl-l-alanyl-gamma-d-glutamyl-meso-2,6-diaminopimelyl-d-alanyl-d-alanine	escherichia coli k-12//prokaryotes;bacteria;gammaproteobacteria - enterobacteria;escherichia//eco	3.47	ISM
EC3.4.16.4	n-alpha-acetyl-l-lys-d-ala-thiolactate	streptomyces sp.//prokaryotes;bacteria;actinobacteria;streptomyces//ssx	0.1	ISM
EC3.4.16.4	nalpha,nepsilon-diacetyl-l-lys-d-ala-d-ala	escherichia coli//prokaryotes;bacteria;gammaproteobacteria - enterobacteria;escherichia//eco	2.7	ISM
EC3.4.16.4	nalpha,nepsilon-diacetyl-l-lys-d-ala-d-ala	streptomyces sp.//prokaryotes;bacteria;actinobacteria;streptomyces//ssx	0.3	ISM
EC3.4.16.4	nalpha,nepsilon-diacetyl-l-lys-d-ala-thiolactate	streptomyces sp.//prokaryotes;bacteria;actinobacteria;streptomyces//ssx	0.43	ISM
EC3.4.16.4	nalpha-acetyl-l-lys-d-ala-d-ala	streptomyces sp.//prokaryotes;bacteria;actinobacteria;streptomyces//ssx	0.45	ISM
EC3.4.16.4	phenylacetyl-d-ala-thioglycolate	streptomyces sp.//prokaryotes;bacteria;actinobacteria;streptomyces//ssx	0.5	ISM
EC3.4.16.4	phenylacetyl-d-ala-thiolactate	streptomyces sp.//prokaryotes;bacteria;actinobacteria;streptomyces//ssx	0.6	ISM
EC3.4.16.4	*	enterococcus faecalis//prokaryotes;bacteria;firmicutes - bacilli;enterococcus//efa	1.03916666666667	ISM
EC3.4.16.5	9-(r)-4'-(r)-[[[(s)-1-[(ethoxycarbonyl)ethyl]amino]phenoxyphosphinyl]methoxy]-2'-fluoro-1'-furanyladenine	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	237	Others
EC3.4.16.5	9-[(r)-2-[[(s)-[[(s)-1-(isopropoxycarbonyl)ethyl]amino]phenoxyphosphinyl]methoxy]-propyl]adenine	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	1777	Others
EC3.4.16.5	9-fluorenylmethoxycarbonyl-glu-glu-ala	saccharomyces cerevisiae//eukaryotes;fungi;ascomycetes;saccharomycetes//sce	6.7	Others
EC3.4.16.5	9-fluorenylmethoxycarbonyl-glu-glu-glu-ala	saccharomyces cerevisiae//eukaryotes;fungi;ascomycetes;saccharomycetes//sce	3.8	Others
EC3.4.16.5	9-fluorenylmethoxycarbonyl-glu-glu-glu-glu-ala	saccharomyces cerevisiae//eukaryotes;fungi;ascomycetes;saccharomycetes//sce	3.9	Others
EC3.4.16.5	9-fluorenylmethoxycarbonyl-glu-glu-glu-glu-glu-ala	saccharomyces cerevisiae//eukaryotes;fungi;ascomycetes;saccharomycetes//sce	3.7	Others
EC3.4.16.5	9-fluorenylmethoxycarbonyl-glu-glu-glu-glu-glu-glu-ala	saccharomyces cerevisiae//eukaryotes;fungi;ascomycetes;saccharomycetes//sce	3.5	Others
EC3.4.16.5	acetyl-phe ethyl ester	saccharomyces cerevisiae//eukaryotes;fungi;ascomycetes;saccharomycetes//sce	122	Others
EC3.4.16.5	acetyl-phe-leu	saccharomyces cerevisiae//eukaryotes;fungi;ascomycetes;saccharomycetes//sce	36.1	Others
EC3.4.16.5	acetyl-tyr ethyl ester	saccharomyces cerevisiae//eukaryotes;fungi;ascomycetes;saccharomycetes//sce	105	Others
EC3.4.16.5	benzoyl-ala benzyl ester	saccharomyces cerevisiae//eukaryotes;fungi;ascomycetes;saccharomycetes//sce	123	Others
EC3.4.16.5	benzoyl-ala-ogly	saccharomyces cerevisiae//eukaryotes;fungi;ascomycetes;saccharomycetes//sce	58.3	Others
EC3.4.16.5	benzoyl-ala-ome	saccharomyces cerevisiae//eukaryotes;fungi;ascomycetes;saccharomycetes//sce	51.7	Others
EC3.4.16.5	benzoyl-gly benzyl ester	saccharomyces cerevisiae//eukaryotes;fungi;ascomycetes;saccharomycetes//sce	18.3	Others
EC3.4.16.5	benzoyl-gly-arg	saccharomyces cerevisiae//eukaryotes;fungi;ascomycetes;saccharomycetes//sce	1.44	Others
EC3.4.16.5	benzoyl-gly-beta-phenyllactate	saccharomyces cerevisiae//eukaryotes;fungi;ascomycetes;saccharomycetes//sce	21.2	Others
EC3.4.16.5	benzoyl-gly-oet	saccharomyces cerevisiae//eukaryotes;fungi;ascomycetes;saccharomycetes//sce	2.5	Others
EC3.4.16.5	benzoyl-gly-ogly	saccharomyces cerevisiae//eukaryotes;fungi;ascomycetes;saccharomycetes//sce	30	Others
EC3.4.16.5	benzoyl-gly-ome	saccharomyces cerevisiae//eukaryotes;fungi;ascomycetes;saccharomycetes//sce	2.5	Others
EC3.4.16.5	benzoyl-gly-ophe	saccharomyces cerevisiae//eukaryotes;fungi;ascomycetes;saccharomycetes//sce	18.3	Others
EC3.4.16.5	benzoyl-gly-phe	saccharomyces cerevisiae//eukaryotes;fungi;ascomycetes;saccharomycetes//sce	3.83	Others
EC3.4.16.5	benzoyl-phe-gly	saccharomyces cerevisiae//eukaryotes;fungi;ascomycetes;saccharomycetes//sce	11.5	Others
EC3.4.16.5	benzoyl-phe-ogly	saccharomyces cerevisiae//eukaryotes;fungi;ascomycetes;saccharomycetes//sce	35	Others
EC3.4.16.5	benzoyl-phe-ome	saccharomyces cerevisiae//eukaryotes;fungi;ascomycetes;saccharomycetes//sce	152	Others
EC3.4.16.5	benzoyl-tyr-4-nitroanilide	saccharomyces cerevisiae//eukaryotes;fungi;ascomycetes;saccharomycetes//sce	2.1	Others
EC3.4.16.5	benzyloxycarbonyl-ala-ala	saccharomyces cerevisiae//eukaryotes;fungi;ascomycetes;saccharomycetes//sce	69.4	Others
EC3.4.16.5	benzyloxycarbonyl-ala-leu	saccharomyces cerevisiae//eukaryotes;fungi;ascomycetes;saccharomycetes//sce	465	Others
EC3.4.16.5	benzyloxycarbonyl-ala-phe	saccharomyces cerevisiae//eukaryotes;fungi;ascomycetes;saccharomycetes//sce	150	Others
EC3.4.16.5	benzyloxycarbonyl-glu-phe	saccharomyces cerevisiae//eukaryotes;fungi;ascomycetes;saccharomycetes//sce	16.8	Others
EC3.4.16.5	benzyloxycarbonyl-glu-tyr	saccharomyces cerevisiae//eukaryotes;fungi;ascomycetes;saccharomycetes//sce	23.8	Others
EC3.4.16.5	benzyloxycarbonyl-gly-glu	saccharomyces cerevisiae//eukaryotes;fungi;ascomycetes;saccharomycetes//sce	0.46	Others
EC3.4.16.5	benzyloxycarbonyl-gly-gly	saccharomyces cerevisiae//eukaryotes;fungi;ascomycetes;saccharomycetes//sce	2.18	Others
EC3.4.16.5	benzyloxycarbonyl-gly-leu	saccharomyces cerevisiae//eukaryotes;fungi;ascomycetes;saccharomycetes//sce	3.2	Others
EC3.4.16.5	benzyloxycarbonyl-gly-phe	saccharomyces cerevisiae//eukaryotes;fungi;ascomycetes;saccharomycetes//sce	2.2	Others
EC3.4.16.5	benzyloxycarbonyl-his-phe	saccharomyces cerevisiae//eukaryotes;fungi;ascomycetes;saccharomycetes//sce	2.05	Others
EC3.4.16.5	benzyloxycarbonyl-his-tyr	saccharomyces cerevisiae//eukaryotes;fungi;ascomycetes;saccharomycetes//sce	10.7	Others
EC3.4.16.5	benzyloxycarbonyl-leu-leu	saccharomyces cerevisiae//eukaryotes;fungi;ascomycetes;saccharomycetes//sce	6.85	Others
EC3.4.16.5	benzyloxycarbonyl-leu-phe	saccharomyces cerevisiae//eukaryotes;fungi;ascomycetes;saccharomycetes//sce	46	Others
EC3.4.16.5	benzyloxycarbonyl-phe-ala	saccharomyces cerevisiae//eukaryotes;fungi;ascomycetes;saccharomycetes//sce	120	Others
EC3.4.16.5	benzyloxycarbonyl-phe-beta-ala	saccharomyces cerevisiae//eukaryotes;fungi;ascomycetes;saccharomycetes//sce	66	Others
EC3.4.16.5	benzyloxycarbonyl-phe-glu	saccharomyces cerevisiae//eukaryotes;fungi;ascomycetes;saccharomycetes//sce	96.5	Others
EC3.4.16.5	benzyloxycarbonyl-phe-gly	saccharomyces cerevisiae//eukaryotes;fungi;ascomycetes;saccharomycetes//sce	140	Others
EC3.4.16.5	benzyloxycarbonyl-phe-his	saccharomyces cerevisiae//eukaryotes;fungi;ascomycetes;saccharomycetes//sce	11.6	Others
EC3.4.16.5	benzyloxycarbonyl-phe-leu	saccharomyces cerevisiae//eukaryotes;fungi;ascomycetes;saccharomycetes//sce	130	Others
EC3.4.16.5	benzyloxycarbonyl-phe-nh2	saccharomyces cerevisiae//eukaryotes;fungi;ascomycetes;saccharomycetes//sce	5.33	Others
EC3.4.16.5	benzyloxycarbonyl-phe-phe	saccharomyces cerevisiae//eukaryotes;fungi;ascomycetes;saccharomycetes//sce	420	Others
EC3.4.16.5	benzyloxycarbonyl-phe-pro	saccharomyces cerevisiae//eukaryotes;fungi;ascomycetes;saccharomycetes//sce	23	Others
EC3.4.16.5	benzyloxycarbonyl-tyr-glu	monascus pilosus//*//*	2039	Others
EC3.4.16.5	benzyloxycarbonyl-tyr-glu	monascus purpureus//*//*	291	Others
EC3.4.16.5	cbz-phe-leu	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	12.1	Others
EC3.4.16.5	endothelin	saccharomyces cerevisiae//eukaryotes;fungi;ascomycetes;saccharomycetes//sce	24.2	Others
EC3.4.16.5	furylacryloyl-phe ethyl ester	saccharomyces cerevisiae//eukaryotes;fungi;ascomycetes;saccharomycetes//sce	68.3	Others
EC3.4.16.5	furylacryloyl-phe-ala	saccharomyces cerevisiae//eukaryotes;fungi;ascomycetes;saccharomycetes//sce	162	Others
EC3.4.16.5	furylacryloyl-phe-gly-oh	saccharomyces cerevisiae//eukaryotes;fungi;ascomycetes;saccharomycetes//sce	61.7	Others
EC3.4.16.5	furylacryloyl-phe-gly	saccharomyces cerevisiae//eukaryotes;fungi;ascomycetes;saccharomycetes//sce	96.7	Others
EC3.4.16.5	furylacryloyl-phe-leu	saccharomyces cerevisiae//eukaryotes;fungi;ascomycetes;saccharomycetes//sce	81.7	Others
EC3.4.16.5	furylacryloyl-phe-ogly-oh	saccharomyces cerevisiae//eukaryotes;fungi;ascomycetes;saccharomycetes//sce	24.2	Others
EC3.4.16.5	furylacryloyl-phe-ome	saccharomyces cerevisiae//eukaryotes;fungi;ascomycetes;saccharomycetes//sce	183	Others
EC3.4.16.5	furylacryloyl-phe-val	saccharomyces cerevisiae//eukaryotes;fungi;ascomycetes;saccharomycetes//sce	108	Others
EC3.4.16.5	hippuryl-beta-phenyl lactate	saccharomyces cerevisiae//eukaryotes;fungi;ascomycetes;saccharomycetes//sce	21.2	Others
EC3.4.16.6	dansyl-phe-ala-arg	drosophila melanogaster//eukaryotes;animals;arthropods;insects//dme	32.6	Others
EC3.4.16.6	*	saccharomyces cerevisiae//eukaryotes;fungi;ascomycetes;saccharomycetes//sce	20.332125	Others
EC3.4.17.1	(ala)4	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	100	Others
EC3.4.17.1	(s)-hippuryl-alpha-mephe	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.33	Others
EC3.4.17.1	(s)-hippuryl-alpha-methylphenyllactic acid	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	477	Others
EC3.4.17.1	(s)-hippuryl-ophe	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	682	Others
EC3.4.17.1	3-(2-furyl)acryloyl-l-phe-l-ala	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	24.3	Others
EC3.4.17.1	3-(2-furyl)acryloyl-l-phe-l-ile	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	12.4	Others
EC3.4.17.1	3-(2-furyl)acryloyl-l-phe-l-leu	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	13.4	Others
EC3.4.17.1	3-(2-furyl)acryloyl-l-phe-l-met	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	23.9	Others
EC3.4.17.1	3-(2-furyl)acryloyl-l-phe-l-phe	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	44.3	Others
EC3.4.17.1	3-(2-furyl)acryloyl-l-phe-l-trp	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	57.3	Others
EC3.4.17.1	3-(2-furyl)acryloyl-l-phe-l-val	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	19.4	Others
EC3.4.17.1	5-dimethyl-aminonaphthalene-1-sulfonyl-ala-ala-l-beta-phenyllactate	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.062	Others
EC3.4.17.1	5-dimethyl-aminonaphthalene-1-sulfonyl-ala-ala-phe	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	1.18	Others
EC3.4.17.1	angiotensin i	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	8.23	Others
EC3.4.17.1	benzoyl-gly-gly-l-alpha-hydroxy-beta-phenyllactate	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	767	Others
EC3.4.17.1	benzoyl-gly-gly-l-phe	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	13.3	Others
EC3.4.17.1	benzoyl-gly-gly-phe	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	20	Others
EC3.4.17.1	benzoyl-gly-l-alpha-hydroxy-betaphenyllactate	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	505	Others
EC3.4.17.1	benzoyl-gly-l-phe	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	93.3	Others
EC3.4.17.1	benzoyl-gly-l-phe	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	66.7	Others
EC3.4.17.1	benzoyl-gly-l-phe	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	16	Others
EC3.4.17.1	benzoyl-gly-phenyllactate	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	467	Others
EC3.4.17.1	benzyloxycarbonyl-ala-phe	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	89	Others
EC3.4.17.1	benzyloxycarbonyl-gly-phe	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	4.2	Others
EC3.4.17.1	benzyloxycarbonyl-phe-leu	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	66	Others
EC3.4.17.1	carbobenzoxy-gly-gly-l-tyr	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	85	Others
EC3.4.17.1	carbobenzoxy-gly-gly-leu	struthio camelus//*//*	5.02	Others
EC3.4.17.1	carbobenzoxy-gly-gly-phe	struthio camelus//*//*	11.9	Others
EC3.4.17.1	carbobenzoxy-gly-gly-val	struthio camelus//*//*	6.13	Others
EC3.4.17.1	carbobenzoxy-gly-l-leu	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	29	Others
EC3.4.17.1	carbobenzoxy-gly-l-phe	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	91.7	Others
EC3.4.17.1	carbobenzoxy-gly-l-phe	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	112	Others
EC3.4.17.1	carbobenzoxy-gly-l-phe	squalus acanthias//*//*	14.7	Others
EC3.4.17.1	carbobenzoxy-gly-l-phe	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	139	Others
EC3.4.17.1	carbobenzoxy-gly-l-trp	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	73.4	Others
EC3.4.17.1	carbobenzoxy-gly-l-trp	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	29.8	Others
EC3.4.17.1	carbobenzoxy-gly-leu	struthio camelus//*//*	1.28	Others
EC3.4.17.1	carbobenzoxy-gly-phe	struthio camelus//*//*	5.85	Others
EC3.4.17.1	cinnamoyl-l-phenyllactate	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	76.7	Others
EC3.4.17.1	gly-l-tyr	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.015	Others
EC3.4.17.1	hippuryl-dl-beta-phenyllactate	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.1	Others
EC3.4.17.1	hippuryl-dl-phenylacetic acid	squalus acanthias//*//*	635	Others
EC3.4.17.1	hippuryl-dl-phenyllactate	struthio camelus//*//*	0.081	Others
EC3.4.17.1	hippuryl-l-phe	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	17.7	Others
EC3.4.17.1	hippuryl-l-phe	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	40	Others
EC3.4.17.1	hippuryl-l-phenylalanine	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	4.3	Others
EC3.4.17.1	hippuryl-l-phenyllactate	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	933	Others
EC3.4.17.1	hippuryl-l-phenyllactate	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	1000	Others
EC3.4.17.1	hippuryl-phe	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	81	Others
EC3.4.17.1	hippuryl-phe	struthio camelus//*//*	5.98	Others
EC3.4.17.1	l-beta-phenyllactate-alpha-((2-naphthoyl)amino)-cinnamoyl ester	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.276	Others
EC3.4.17.1	l-beta-phenyllactate-alpha-(acetylamino)-cinnamoyl ester	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.725	Others
EC3.4.17.1	l-beta-phenyllactate-alpha-(benzoylylamino)-cinnamoyl ester	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.46	Others
EC3.4.17.1	leu-enkephalin	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	2.33	Others
EC3.4.17.1	met-enkephalin-l-arg-l-phe	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	1.45	Others
EC3.4.17.1	met-enkephalin	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	3.43	Others
EC3.4.17.1	methotrexate-alpha-(1-naphthyl)alanine	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.09	Others
EC3.4.17.1	methotrexate-alpha-phenylalanine	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	1.9	Others
EC3.4.17.1	n-(2-furanacryoyl)-phe-phe	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	667	Others
EC3.4.17.1	n-(3-[2-furyl]acryloyl)-phe-phe	trypanosoma cruzi//eukaryotes;protists;euglenozoa;kinetoplasts//tcr	11	Others
EC3.4.17.1	n-[3-(2-furyl)acryloyl]-phe-phe	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.05	Others
EC3.4.17.1	n-acetyl-gly-l-phenyllactic acid	squalus acanthias//*//*	86	Others
EC3.4.17.1	n-carbobenzoxy-gly-gly-l-leu	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	199	Others
