,KM [mM],RIDS,MIDS
3156,0.9831357,L_LACD3,pyr_c
3157,0.114697054,GUAtex,gua_e
3158,0.114697054,GUAtex,gua_p
3159,0.093372144,HADPCOADH3,nad_c
3160,0.048257284,HADPCOADH3,3hadpcoa_c
3161,0.049602736,HADPCOADH3,oxadpcoa_c
3162,2.877039,HADPCOADH3,h_c
3163,0.066356115,HADPCOADH3,nadh_c
3164,0.04332277,GMHEPAT,atp_c
3165,0.1410793,GMHEPAT,gmhep1p_c
3166,0.12620877,GMHEPAT,adphep_DD_c
3167,0.40980724,GMHEPAT,ppi_c
3168,0.45128128,GMHEPAT,h_c
3169,0.1507374,MLTP3,malthx_c
3170,0.053442914,MLTP3,malthp_c
3171,0.4221751,MLTP3,pi_c
3172,0.5969355,MLTP3,g1p_c
3173,0.7779894,ALLULPE,f6p_c
3174,0.26696458,ALLULPE,allul6p_c
3175,0.15848625,GMPtex,gmp_p
3176,0.15848625,GMPtex,gmp_e
3177,0.14518914,SELR,slnt_c
3178,0.20991848,SELR,h2o_c
3179,0.017574523,SELR,mql8_c
3180,0.021600453,SELR,mqn8_c
3181,0.1321689,SELR,sel_c
3182,0.2826514,HOMtex,hom__L_p
3183,0.2826514,HOMtex,hom__L_e
3184,0.03639494,XANtex,xan_p
3185,0.03639494,XANtex,xan_e
3186,0.043544106,KARA2,nadph_c
3187,1.4772242,KARA2,23dhmp_c
3188,1.0999528,KARA2,2ahbut_c
3189,0.07352478,KARA2,nadp_c
3190,4.059542,KARA2,h_c
3191,0.075863026,ACKr,adp_c
3192,0.061758906,ACKr,atp_c
3193,2.2669766,ACKr,ac_c
3194,0.30226064,ACKr,actp_c
3195,1.6724919,CYTDt2pp_copy1,h_p
3196,1.0324194,CYTDt2pp_copy1,cytd_c
3197,1.0324194,CYTDt2pp_copy1,cytd_p
3198,1.6724919,CYTDt2pp_copy1,h_c
3199,0.02166324,TMK,adp_c
3200,0.020212013,TMK,atp_c
3201,0.007813166,TMK,thmmp_c
3202,0.16065824,TMK,h_c
3203,0.009131015,TMK,thm_c
3204,0.08771709,DADK,adp_c
3205,0.086698204,DADK,atp_c
3206,0.120785266,DADK,dadp_c
3207,0.11713844,DADK,damp_c
3208,0.10368771,ASNS2,atp_c
3209,0.6384515,ASNS2,asp__L_c
3210,0.18027155,ASNS2,amp_c
3211,0.7605642,ASNS2,nh4_c
3212,0.36159813,ASNS2,ppi_c
3213,0.49272412,ASNS2,h_c
3214,0.5125673,ASNS2,asn__L_c
3215,0.5518979,METSOX2tex,metsox_R__L_e
3216,0.5518979,METSOX2tex,metsox_R__L_p
3217,0.073159754,TARTRtex,tartr__L_p
3218,0.073159754,TARTRtex,tartr__L_e
3219,0.085358895,PPCK,adp_c
3220,0.07734171,PPCK,atp_c
3221,5.6473584,PPCK,co2_c
3222,0.39846304,PPCK,pep_c
3223,0.49127653,PPCK,oaa_c
3224,0.08950842,CBL1abcpp,adp_c
3225,0.08496863,CBL1abcpp,atp_c
3226,0.63512135,CBL1abcpp,h2o_c
3227,0.12278725,CBL1abcpp,cbl1_c
3228,0.12278725,CBL1abcpp,cbl1_p
3229,0.22791289,CBL1abcpp,pi_c
3230,0.6328306,CBL1abcpp,h_c
3231,0.11101764,UPPRT,ura_c
3232,0.13599819,UPPRT,ump_c
3233,0.110148564,UPPRT,prpp_c
3234,0.17420307,UPPRT,ppi_c
3235,0.101327516,GTHRDtex,gthrd_p
3236,0.101327516,GTHRDtex,gthrd_e
3237,0.5725858,MEOHtex,meoh_p
3238,0.5725858,MEOHtex,meoh_e
3239,0.46470413,DMPPS,h2o_c
3240,0.06597959,DMPPS,nad_c
3241,0.12054598,DMPPS,dmpp_c
3242,0.02742962,DMPPS,h2mb4p_c
3243,0.36380288,DMPPS,h_c
3244,0.030491458,DMPPS,nadh_c
3245,0.29961237,HSDy,hom__L_c
3246,0.03486314,HSDy,nadph_c
3247,0.47179854,HSDy,aspsa_c
3248,0.06454626,HSDy,nadp_c
3249,1.792489,HSDy,h_c
3250,1.0933276,NTPP9,h2o_c
3251,0.040195912,NTPP9,imp_c
3252,0.3701658,NTPP9,ppi_c
3253,0.06361596,NTPP9,itp_c
3254,1.1971525,NTPP9,h_c
3255,0.38014305,MALt2_2pp,h_p
3256,0.2074613,MALt2_2pp,mal__L_c
3257,0.2074613,MALt2_2pp,mal__L_p
3258,0.38014305,MALt2_2pp,h_c
3259,0.11424926,G3PGtex,g3pg_e
3260,0.11424926,G3PGtex,g3pg_p
3261,0.048796397,G5SD,nadph_c
3262,0.4179939,G5SD,glu5p_c
3263,0.5839082,G5SD,glu5sa_c
3264,0.09283687,G5SD,nadp_c
3265,0.6872981,G5SD,pi_c
3266,0.65706384,G5SD,h_c
3267,0.57206815,GLCDpp,h_p
3268,0.4544109,GLCDpp,glcn_p
3269,0.023204716,GLCDpp,q8_c
3270,0.52714056,GLCDpp,h2o_p
3271,1.6784488,GLCDpp,glc__D_p
3272,0.040000536,GLCDpp,q8h2_c
3273,0.3300619,THRtex,thr__L_p
3274,0.3300619,THRtex,thr__L_e
3275,2.0067925,CITL,ac_c
3276,0.35741064,CITL,cit_c
3277,0.34710792,CITL,oaa_c
3278,0.6439554,FORt2pp,h_p
3279,0.75647604,FORt2pp,for_c
3280,0.75647604,FORt2pp,for_p
3281,0.6439554,FORt2pp,h_c
3282,0.95322305,SPMDt3pp,h_p
3283,0.32177442,SPMDt3pp,spmd_p
3284,0.32177442,SPMDt3pp,spmd_c
3285,0.95322305,SPMDt3pp,h_c
3286,0.8854371,LALGP,glu__L_c
3287,0.5796825,LALGP,h2o_c
3288,1.4832354,LALGP,ala__L_c
3289,0.5683993,LALGP,LalaLglu_c
3290,1.4774526,SERD_D,nh4_c
3291,1.2011281,SERD_D,ser__D_c
3292,0.47996944,SERD_D,pyr_c
3293,0.020812156,AP4AS,atp_c
3294,0.018604593,AP4AS,ap4a_c
3295,0.06782892,AP4AS,ppi_c
3296,0.1362706,AP4AS,h_c
3297,0.07907702,PA140abcpp,adp_c
3298,0.04023226,PA140abcpp,pa140_c
3299,0.10015951,PA140abcpp,atp_c
3300,0.25426516,PA140abcpp,h2o_c
3301,0.28711438,PA140abcpp,pi_c
3302,0.04023226,PA140abcpp,pa140_p
3303,0.2675309,PA140abcpp,h_c
3304,0.099426895,OXDHCOAT,coa_c
3305,0.13288757,OXDHCOAT,accoa_c
3306,0.041707642,OXDHCOAT,coa_c
3307,0.06318082,OXDHCOAT,accoa_c
3308,0.3726292,X5PL3E,xu5p__L_c
3309,0.31548905,X5PL3E,ru5p__L_c
3310,0.33295858,DOXRBCNtpp,h_p
3311,0.06615069,DOXRBCNtpp,doxrbcn_p
3312,0.06615069,DOXRBCNtpp,doxrbcn_e
3313,0.33295858,DOXRBCNtpp,h_c
3314,0.72001696,GALCTt2rpp,h_p
3315,0.21534148,GALCTt2rpp,galct__D_c
3316,0.21534148,GALCTt2rpp,galct__D_p
3317,0.72001696,GALCTt2rpp,h_c
3318,0.06426358,UAAGDS,adp_c
3319,0.052441653,UAAGDS,atp_c
3320,0.058746345,UAAGDS,ugmd_c
3321,0.085605785,UAAGDS,26dap__M_c
3322,0.19988702,UAAGDS,pi_c
3323,0.059009615,UAAGDS,uamag_c
3324,0.2653555,UAAGDS,h_c
3325,0.062416073,HISabcpp,adp_c
3326,0.061986893,HISabcpp,atp_c
3327,0.50467056,HISabcpp,h2o_c
3328,0.17232549,HISabcpp,his__L_c
3329,0.5152432,HISabcpp,pi_c
3330,0.6525359,HISabcpp,h_c
3331,0.17232549,HISabcpp,his__L_p
3332,0.04819164,HACD3,3oocoa_c
3333,0.097988784,HACD3,nad_c
3334,0.049961362,HACD3,3hocoa_c
3335,4.2309384,HACD3,h_c
3336,0.053577058,HACD3,nadh_c
3337,0.23249151,ARGORNt7pp,orn_c
3338,0.23249151,ARGORNt7pp,orn_p
3339,0.32059807,ARGORNt7pp,arg__L_c
3340,0.32059807,ARGORNt7pp,arg__L_p
3341,0.06360034,ORPT,orot5p_c
3342,0.07817982,ORPT,prpp_c
3343,0.08839374,ORPT,ppi_c
3344,0.17623499,ORPT,orot_c
3345,0.71385205,ASPtpp,asp__L_p
3346,0.71385205,ASPtpp,asp__L_c
3347,0.56813407,GAM6Pt6_2pp,pi_p
3348,0.5379288,GAM6Pt6_2pp,gam6p_c
3349,0.56813407,GAM6Pt6_2pp,pi_c
3350,0.5379288,GAM6Pt6_2pp,gam6p_p
3351,0.089275464,ADNt2pp_copy2,h_p
3352,0.07372657,ADNt2pp_copy2,adn_p
3353,0.07372657,ADNt2pp_copy2,adn_c
3354,0.089275464,ADNt2pp_copy2,h_c
3355,0.12599994,OCTAtex,octa_e
3356,0.12599994,OCTAtex,octa_p
3357,0.13784003,G2PP,h2o_c
3358,0.085985005,G2PP,glyc2p_c
3359,0.20605183,G2PP,glyc_c
3360,0.13906968,G2PP,pi_c
3361,0.13540778,ARBTptspp,arbt_p
3362,0.28561056,ARBTptspp,pep_c
3363,0.075192116,ARBTptspp,arbt6p_c
3364,0.93144184,ARBTptspp,pyr_c
3365,0.22281507,FDH4pp,h_p
3366,0.44324395,FDH4pp,co2_p
3367,0.018643051,FDH4pp,q8_c
3368,0.022559721,FDH4pp,q8h2_c
3369,0.22721688,FDH4pp,for_p
3370,0.22281507,FDH4pp,h_c
3371,0.32720998,THRt2pp,h_p
3372,0.3330962,THRt2pp,thr__L_p
3373,0.32720998,THRt2pp,h_c
3374,0.3330962,THRt2pp,thr__L_c
3375,0.07907702,LIPACabcpp,adp_c
3376,0.10015951,LIPACabcpp,atp_c
3377,0.25426516,LIPACabcpp,h2o_c
3378,0.031134399,LIPACabcpp,lipa_cold_p
3379,0.28711438,LIPACabcpp,pi_c
3380,0.2675309,LIPACabcpp,h_c
3381,0.031134399,LIPACabcpp,lipa_cold_c
3382,0.029122354,ACOAD8f,fadh2_c
3383,0.021691997,ACOAD8f,od2coa_c
3384,0.022565331,ACOAD8f,stcoa_c
3385,0.05128899,ACOAD8f,fad_c
3386,0.3394623,CPMPS,h2o_c
3387,0.006501721,CPMPS,cpmp_c
3388,0.09962222,CPMPS,ppi_c
3389,0.041193873,CPMPS,gtp_c
3390,1.9123731,NTD2,h2o_c
3391,0.17165118,NTD2,ump_c
3392,0.442975,NTD2,pi_c
3393,0.18156905,NTD2,uri_c
3394,0.031422976,FACOAE80,octa_c
3395,1.0371579,FACOAE80,h2o_c
3396,0.013818066,FACOAE80,coa_c
3397,0.014800424,FACOAE80,occoa_c
3398,1.0262764,FACOAE80,h_c
3399,0.101560555,ARGSL,argsuc_c
3400,0.23728514,ARGSL,fum_c
3401,0.55142736,ARGSL,arg__L_c
3402,0.014721233,GND,nadph_c
3403,0.12471542,GND,ru5p__D_c
3404,0.4683392,GND,co2_c
3405,0.028279388,GND,nadp_c
3406,0.11513806,GND,6pgc_c
3407,1.8479633,VALTA,glu__L_c
3408,1.4644206,VALTA,val__L_c
3409,0.621713,VALTA,akg_c
3410,1.2694744,VALTA,3mob_c
3411,0.075995244,MALTabcpp,adp_c
3412,0.06657078,MALTabcpp,atp_c
3413,0.58609223,MALTabcpp,h2o_c
3414,0.15840483,MALTabcpp,malt_c
3415,0.15840483,MALTabcpp,malt_p
3416,0.27507895,MALTabcpp,pi_c
3417,0.67310685,MALTabcpp,h_c
3418,0.31923828,IPPMIb,3c3hmp_c
3419,0.28541145,IPPMIb,2ippm_c
3420,1.0276637,IPPMIb,h2o_c
3421,2.609706,AMALT3,glc__D_c
3422,0.46112895,AMALT3,malt_c
3423,0.072425984,AMALT3,malthx_c
3424,0.08171271,AMALT3,maltpt_c
3425,0.5796825,AMPTASEPG,h2o_c
3426,1.0965929,AMPTASEPG,gly_c
3427,0.3698821,AMPTASEPG,pro__L_c
3428,0.280399,AMPTASEPG,progly_c
3429,0.21208642,MELIBt2pp,h_p
3430,0.6584351,MELIBt2pp,melib_c
3431,0.6584351,MELIBt2pp,melib_p
3432,0.21208642,MELIBt2pp,h_c
3433,1.9123731,NTD10,h2o_c
3434,0.071110286,NTD10,xtsn_c
3435,0.442975,NTD10,pi_c
3436,0.074205026,NTD10,xmp_c
3437,2.0048776,SDPTA,glu__L_c
3438,0.18146585,SDPTA,sl26da_c
3439,0.66530395,SDPTA,akg_c
3440,0.10376045,SDPTA,sl2a6o_c
3441,0.6117919,CA2t3pp,h_p
3442,0.6374507,CA2t3pp,ca2_p
3443,0.6374507,CA2t3pp,ca2_c
3444,0.6117919,CA2t3pp,h_c
3445,0.27462104,CD2tex,cd2_e
3446,0.27462104,CD2tex,cd2_p
3447,1.8479633,ILETA,glu__L_c
3448,1.196308,ILETA,ile__L_c
3449,1.1202346,ILETA,3mop_c
3450,0.621713,ILETA,akg_c
3451,0.9364752,SUCTARTtpp,succ_c
3452,0.62260324,SUCTARTtpp,tartr__D_p
3453,0.62260324,SUCTARTtpp,tartr__D_c
3454,0.9364752,SUCTARTtpp,succ_p
3455,0.5796825,AMPTASECG,h2o_c
3456,0.25634286,AMPTASECG,cys__L_c
3457,1.0965929,AMPTASECG,gly_c
3458,0.40800047,AMPTASECG,cgly_c
3459,0.9022102,INSTtex,inost_p
3460,0.9022102,INSTtex,inost_e
3461,0.3914322,PPA,h2o_c
3462,0.07611252,PPA,ppi_c
3463,0.17146744,PPA,pi_c
3464,0.37950894,PPA,h_c
3465,0.03210175,DHQS,2dda7p_c
3466,0.06634487,DHQS,3dhq_c
3467,0.18053678,DHQS,pi_c
3468,0.36924455,HISTD,histd_c
3469,1.9138293,HISTD,h2o_c
3470,0.1971359,HISTD,nad_c
3471,0.29110056,HISTD,his__L_c
3472,1.2833198,HISTD,h_c
3473,0.102295145,HISTD,nadh_c
3474,0.24880788,ADSS,asp__L_c
3475,0.03889498,ADSS,dcamp_c
3476,0.062087122,ADSS,gdp_c
3477,0.04235734,ADSS,imp_c
3478,0.34023508,ADSS,pi_c
3479,0.053445965,ADSS,gtp_c
3480,1.6170129,ADSS,h_c
3481,0.090500176,HPPPNtex,3hpppn_p
3482,0.090500176,HPPPNtex,3hpppn_e
3483,0.6896918,ACtex,ac_e
3484,0.6896918,ACtex,ac_p
3485,0.027613772,FLVRx,nad_c
3486,0.0032115967,FLVRx,ribflv_c
3487,0.0042615435,FLVRx,rbflvrd_c
3488,0.14724301,FLVRx,h_c
3489,0.021140091,FLVRx,nadh_c
3490,0.12876227,23CCMPtex,23ccmp_p
3491,0.12876227,23CCMPtex,23ccmp_e
3492,1.7868463,TRE6PP,h2o_c
3493,1.0982431,TRE6PP,tre6p_c
3494,0.9655724,TRE6PP,pi_c
3495,2.6512737,TRE6PP,tre_c
3496,2.609706,AMALT2,glc__D_c
3497,0.24360447,AMALT2,maltttr_c
3498,0.46112895,AMALT2,malt_c
3499,0.08171271,AMALT2,maltpt_c
3500,0.027915634,MINCYCtex,mincyc_e
3501,0.027915634,MINCYCtex,mincyc_p
3502,0.024455402,NTD6,dad_2_c
3503,1.9123731,NTD6,h2o_c
3504,0.025184125,NTD6,damp_c
3505,0.442975,NTD6,pi_c
3506,0.10181629,GLCabcpp,adp_c
3507,0.09980341,GLCabcpp,atp_c
3508,0.9351135,GLCabcpp,h2o_c
3509,2.3339152,GLCabcpp,glc__D_c
3510,2.3339152,GLCabcpp,glc__D_p
3511,0.6556853,GLCabcpp,pi_c
3512,1.1395457,GLCabcpp,h_c
3513,0.030511476,PTA2,ppcoa_c
3514,0.020016456,PTA2,coa_c
3515,0.24274172,PTA2,ppap_c
3516,0.2772373,PTA2,pi_c
3517,0.0982739,MSO3abcpp,adp_c
3518,0.10405368,MSO3abcpp,atp_c
3519,1.3352621,MSO3abcpp,h2o_c
3520,0.77659136,MSO3abcpp,mso3_c
3521,0.77659136,MSO3abcpp,mso3_p
3522,0.41994232,MSO3abcpp,pi_c
3523,1.5226822,MSO3abcpp,h_c
3524,0.50518584,ATPS4rpp,h_p
3525,0.04944684,ATPS4rpp,adp_c
3526,0.041787308,ATPS4rpp,atp_c
3527,0.48407036,ATPS4rpp,h2o_c
3528,0.40859464,ATPS4rpp,pi_c
3529,0.50518584,ATPS4rpp,h_c
3530,0.056768615,PYDXNK,adp_c
3531,0.04799064,PYDXNK,atp_c
3532,0.03240089,PYDXNK,pdx5p_c
3533,1.1512742,PYDXNK,h_c
3534,0.02990004,PYDXNK,pydxn_c
3535,0.14253429,MALTHXtexi,malthx_p
3536,0.14253429,MALTHXtexi,malthx_e
3537,0.40173683,A5PISO,ru5p__D_c
3538,0.38965094,A5PISO,ara5p_c
3539,1.5222949,PPBNGS,h2o_c
3540,0.06035234,PPBNGS,ppbng_c
3541,1.7082088,PPBNGS,h_c
3542,0.4398514,PPBNGS,5aop_c
3543,0.049453177,DGSNtex,dgsn_e
3544,0.049453177,DGSNtex,dgsn_p
3545,0.9151568,PHEt2rpp,h_p
3546,0.15916194,PHEt2rpp,phe__L_p
3547,0.15916194,PHEt2rpp,phe__L_c
3548,0.9151568,PHEt2rpp,h_c
3549,0.06631314,SUCOAS,adp_c
3550,0.04929679,SUCOAS,atp_c
3551,0.20423186,SUCOAS,succ_c
3552,0.029358057,SUCOAS,coa_c
3553,0.032742955,SUCOAS,succoa_c
3554,0.44108176,SUCOAS,pi_c
3555,0.32031167,UDPGALPpp,h_p
3556,0.26783383,UDPGALPpp,ump_p
3557,0.0668162,UDPGALPpp,udpgal_p
3558,0.2841379,UDPGALPpp,h2o_p
3559,0.41213185,UDPGALPpp,gal1p_p
3560,0.012867942,CHORS,3psme_c
3561,0.004561673,CHORS,chor_c
3562,0.19187525,CHORS,pi_c
3563,1.0689998,MANtex,man_e
3564,1.0689998,MANtex,man_p
3565,0.6448712,UDCPDPpp,h_p
3566,0.3156326,UDCPDPpp,pi_p
3567,0.07244831,UDCPDPpp,udcpdp_p
3568,0.63603127,UDCPDPpp,h2o_p
3569,0.07392709,UDCPDPpp,udcpp_p
3570,0.14155285,GSNt2pp,h_p
3571,0.11745805,GSNt2pp,gsn_p
3572,0.11745805,GSNt2pp,gsn_c
3573,0.14155285,GSNt2pp,h_c
3574,1.5702891,CLtipp,cl_c
3575,1.5702891,CLtipp,cl_p
3576,0.33812428,G3PD7,dhap_c
3577,0.23955488,G3PD7,glyc3p_c
3578,0.02109745,G3PD7,2dmmql8_c
3579,0.020604048,G3PD7,2dmmq8_c
3580,5.721489,ARAI,arab__L_c
3581,4.5650277,ARAI,rbl__L_c
3582,0.02342161,TMPPP,2mahmp_c
3583,0.020491337,TMPPP,thmmp_c
3584,0.02656258,TMPPP,4mpetz_c
3585,0.15969734,TMPPP,ppi_c
3586,2.333335,TMPPP,h_c
3587,0.027288323,ACACT4r,coa_c
3588,0.03800664,ACACT4r,3odcoa_c
3589,0.04231188,ACACT4r,accoa_c
3590,0.040827528,ACACT4r,occoa_c
3591,0.07907702,PG160abcpp,adp_c
3592,0.10015951,PG160abcpp,atp_c
3593,0.038859554,PG160abcpp,pg160_c
3594,0.25426516,PG160abcpp,h2o_c
3595,0.038859554,PG160abcpp,pg160_p
3596,0.28711438,PG160abcpp,pi_c
3597,0.2675309,PG160abcpp,h_c
3598,0.18869418,NMNtex,nmn_e
3599,0.18869418,NMNtex,nmn_p
3600,0.036895778,NAMNPP,adp_c
3601,0.03324797,NAMNPP,atp_c
3602,0.8549892,NAMNPP,h2o_c
3603,0.08599723,NAMNPP,nicrnt_c
3604,0.0663524,NAMNPP,prpp_c
3605,0.07474705,NAMNPP,ppi_c
3606,0.18432797,NAMNPP,pi_c
3607,0.01515634,NAMNPP,nac_c
3608,0.08588968,ABUTD,4abutn_c
3609,0.058610614,ABUTD,nad_c
3610,0.2155937,ABUTD,h2o_c
3611,0.064120755,ABUTD,4abut_c
3612,0.14886776,ABUTD,h_c
3613,0.037383605,ABUTD,nadh_c
3614,0.8890559,NTRIR2x,h2o_c
3615,0.04678446,NTRIR2x,nad_c
3616,0.26944432,NTRIR2x,no2_c
3617,2.079009,NTRIR2x,nh4_c
3618,0.8574449,NTRIR2x,h_c
3619,0.023830865,NTRIR2x,nadh_c
3620,0.22897458,UMPtex,ump_p
3621,0.22897458,UMPtex,ump_e
3622,0.5493747,SUCFUMtpp,succ_c
3623,0.54912555,SUCFUMtpp,fum_p
3624,0.54912555,SUCFUMtpp,fum_c
3625,0.5493747,SUCFUMtpp,succ_p
3626,0.13255644,PGAMT,gam1p_c
3627,0.1420397,PGAMT,gam6p_c
3628,0.6494589,METt3pp,h_p
3629,0.70434266,METt3pp,met__L_p
3630,0.70434266,METt3pp,met__L_c
3631,0.6494589,METt3pp,h_c
3632,0.04468159,CU1abcpp,adp_c
3633,0.0410369,CU1abcpp,atp_c
3634,0.39651853,CU1abcpp,h2o_c
3635,0.3667505,CU1abcpp,cu_p
3636,0.3667505,CU1abcpp,cu_c
3637,0.2371348,CU1abcpp,pi_c
3638,0.3716398,CU1abcpp,h_c
3639,0.030961642,PSD160,ps160_c
3640,1.4346455,PSD160,co2_c
3641,0.036114495,PSD160,pe160_c
3642,1.3091363,PSD160,h_c
3643,0.29517102,NTD7pp,pi_p
3644,0.07826704,NTD7pp,adn_p
3645,0.100175776,NTD7pp,amp_p
3646,0.8963159,NTD7pp,h2o_p
3647,0.056747116,PIuabcpp,adp_c
3648,0.062348675,PIuabcpp,atp_c
3649,0.8950184,PIuabcpp,h2o_c
3650,0.6194208,PIuabcpp,pi_p
3651,0.6194208,PIuabcpp,pi_c
3652,0.9458218,PIuabcpp,h_c
3653,0.47520986,FDMO2,h2o_c
3654,0.22008152,FDMO2,mso3_c
3655,0.029873181,FDMO2,o2_c
3656,0.011072419,FDMO2,fmn_c
3657,0.19882016,FDMO2,fald_c
3658,0.004628259,FDMO2,fmnh2_c
3659,0.43932903,FDMO2,so3_c
3660,0.49983242,FDMO2,h_c
3661,0.83326596,SHGO,h2o2_c
3662,0.05042187,SHGO,o2_c
3663,0.1688146,SHGO,akg_c
3664,0.16513908,SHGO,S2hglut_c
3665,0.06740205,FECRMabcpp,adp_c
3666,0.054075956,FECRMabcpp,atp_c
3667,0.9172454,FECRMabcpp,h2o_c
3668,0.444374,FECRMabcpp,pi_c
3669,0.027144998,FECRMabcpp,fecrm_p
3670,0.8215432,FECRMabcpp,h_c
3671,0.027144998,FECRMabcpp,fecrm_c
3672,0.74049705,XYLUt2pp,h_p
3673,1.01439,XYLUt2pp,xylu__L_c
3674,1.01439,XYLUt2pp,xylu__L_p
3675,0.74049705,XYLUt2pp,h_c
3676,3.8164473,TRE6PS,tre6p_c
3677,2.9372334,TRE6PS,udpg_c
3678,4.70517,TRE6PS,g6p_c
3679,5.6133666,TRE6PS,h_c
3680,4.392538,TRE6PS,udp_c
3681,0.051839054,DGMPtex,dgmp_p
3682,0.051839054,DGMPtex,dgmp_e
3683,0.38186565,ASPtex,asp__L_e
3684,0.38186565,ASPtex,asp__L_p
3685,0.030020196,NADTRHD,nadph_c
3686,0.09012996,NADTRHD,nad_c
3687,0.04962692,NADTRHD,nadp_c
3688,0.04308628,NADTRHD,nadh_c
3689,0.03780003,23CAMPtex,23camp_e
3690,0.03780003,23CAMPtex,23camp_p
3691,0.66458285,PPALtex,ppal_e
3692,0.66458285,PPALtex,ppal_p
3693,0.48610356,S7PI,s7p_c
3694,0.67051214,S7PI,gmhep7p_c
3695,0.43062955,VALtex,val__L_e
3696,0.43062955,VALtex,val__L_p
3697,0.75647604,FORtppi,for_c
3698,0.75647604,FORtppi,for_p
3699,2.3246095,CYSSADS,ala__L_c
3700,0.7668465,CYSSADS,so2_c
3701,1.529976,CYSSADS,h_c
3702,1.6118367,CYSSADS,3sala_c
3703,0.04373347,CYTK1,adp_c
3704,0.037480485,CYTK1,atp_c
3705,0.18873362,CYTK1,cdp_c
3706,0.20911074,CYTK1,cmp_c
3707,0.049107485,PTPATi,atp_c
3708,0.031460833,PTPATi,dpcoa_c
3709,0.1560488,PTPATi,ppi_c
3710,0.5423659,PTPATi,h_c
3711,0.026980601,PTPATi,pan4p_c
3712,0.091307774,UHGADA,u3hga_c
3713,0.6076557,UHGADA,h2o_c
3714,1.4019089,UHGADA,ac_c
3715,0.073322915,UHGADA,u3aga_c
3716,0.8001868,DSERtex,ser__D_p
3717,0.8001868,DSERtex,ser__D_e
3718,0.3156754,NTPTP2,h2o_c
3719,0.07325452,NTPTP2,pppi_c
3720,0.019280212,NTPTP2,gsn_c
3721,0.031997565,NTPTP2,gtp_c
3722,0.51473963,MN2tpp,mn2_c
3723,0.51473963,MN2tpp,mn2_p
3724,0.15268824,PACCOAL,atp_c
3725,0.3004607,PACCOAL,pac_c
3726,0.07095528,PACCOAL,coa_c
3727,0.06108897,PACCOAL,phaccoa_c
3728,0.18298243,PACCOAL,amp_c
3729,0.5227943,PACCOAL,ppi_c
3730,0.14326712,HIStex,his__L_p
3731,0.14326712,HIStex,his__L_e
3732,0.63603127,UDCPDP,h2o_c
3733,0.07392709,UDCPDP,udcpp_c
3734,0.07244831,UDCPDP,udcpdp_c
3735,0.3156326,UDCPDP,pi_c
3736,0.6448712,UDCPDP,h_c
3737,0.036774237,NDPK3,adp_c
3738,0.028196003,NDPK3,atp_c
3739,0.24118796,NDPK3,ctp_c
3740,0.23609915,NDPK3,cdp_c
3741,0.34051093,M1PD,f6p_c
3742,0.07184851,M1PD,nad_c
3743,0.31727856,M1PD,mnl1p_c
3744,3.1594381,M1PD,h_c
3745,0.04357572,M1PD,nadh_c
3746,0.54241425,CBItonex,h_p
3747,0.15370572,CBItonex,cbi_p
3748,0.54241425,CBItonex,h_c
3749,0.15370572,CBItonex,cbi_e
3750,2.0743055,GMAND,h2o_c
3751,0.085054144,GMAND,gdpddman_c
3752,0.08917828,GMAND,gdpmann_c
3753,0.5197156,NTP5,h2o_c
3754,0.07020448,NTP5,ctp_c
3755,0.18503314,NTP5,pi_c
3756,0.07699002,NTP5,cdp_c
3757,0.48482487,NTP5,h_c
3758,0.08543379,NTP1,adp_c
3759,0.071070105,NTP1,atp_c
3760,0.84942156,NTP1,h2o_c
3761,0.371831,NTP1,pi_c
3762,0.83580893,NTP1,h_c
3763,0.7405898,HYD2pp,h_p
3764,0.7289476,HYD2pp,h2_c
3765,0.022392867,HYD2pp,mql8_c
3766,0.023699427,HYD2pp,mqn8_c
3767,0.7405898,HYD2pp,h_c
3768,0.03695859,AIRC2,adp_c
3769,0.021178441,AIRC2,air_c
3770,0.039833456,AIRC2,atp_c
3771,0.033769112,AIRC2,5caiz_c
3772,0.24053882,AIRC2,pi_c
3773,1.0669472,AIRC2,h_c
3774,0.5914831,AIRC2,hco3_c
3775,0.4173151,DAPE,26dap__M_c
3776,0.38312298,DAPE,26dap_LL_c
3777,0.9792547,F6PA,f6p_c
3778,0.4019349,F6PA,g3p_c
3779,1.6607867,F6PA,dha_c
3780,0.80059135,GALtex,gal_e
3781,0.80059135,GALtex,gal_p
3782,1.1694381,GALURt2rpp,h_p
3783,0.4928028,GALURt2rpp,galur_p
3784,0.4928028,GALURt2rpp,galur_c
3785,1.1694381,GALURt2rpp,h_c
3786,0.6494589,LEUt3pp,h_p
3787,0.39186773,LEUt3pp,leu__L_c
3788,0.6494589,LEUt3pp,h_c
3789,0.39186773,LEUt3pp,leu__L_p
3790,0.021416832,ACBIPGT,adocbip_c
3791,0.18155727,ACBIPGT,ppi_c
3792,0.019491317,ACBIPGT,agdpcbi_c
3793,1.1702336,ACBIPGT,h_c
3794,0.12267591,ACBIPGT,gtp_c
3795,0.06783111,G3PEabcpp,adp_c
3796,0.06651157,G3PEabcpp,atp_c
3797,0.36825573,G3PEabcpp,g3pe_c
3798,0.87095916,G3PEabcpp,h2o_c
3799,0.652379,G3PEabcpp,pi_c
3800,1.0228615,G3PEabcpp,h_c
3801,0.36825573,G3PEabcpp,g3pe_p
